video_name,labels
00025,0
00028,0
00108,0
00123,0
00137,0
00152,0
00153,0
00210,0
00244,0
00262,0
00264,0
00275,0
00340,0
00344,0
00363,0
00377,0
00397,0
00406,0
00407,0
00410,0
00411,0
00447,0
00453,0
00469,0
00470,0
00498,0
00516,0
00519,0
00556,0
00570,0
00571,0
00573,0
00575,0
00584,0
00585,0
00602,0
00603,0
00604,0
00624,0
00629,0
00630,0
00670,0
00676,0
00685,0
00686,0
00687,0
00738,0
00771,0
00772,0
00786,0
00812,0
00837,0
00850,0
00858,0
00887,0
00902,0
00903,0
00912,0
00916,0
00955,0
00981,0
00989,0
01001,0
01019,0
01041,0
01043,0
01059,0
01070,0
01071,0
01089,0
01101,0
01118,0
01130,0
01136,0
01139,0
01146,0
01158,0
01162,0
01166,0
01175,0
01190,0
01192,0
01203,0
01207,0
01209,0
01213,0
01214,0
01218,0
01260,0
01281,0
01294,0
01297,0
01302,0
01303,0
01335,0
01336,0
01347,0
01359,0
01369,0
01390,0
01391,0
01398,0
01399,0
01403,0
01409,0
01454,0
01455,0
01456,0
01457,0
01460,0
01479,0
01495,0
01497,0
01611,0
01613,0
01667,0
01694,0
01695,0
01729,0
01736,0
01742,0
01765,0
01768,0
01775,0
01785,0
01786,0
01790,0
01791,0
01792,0
01827,0
01828,0
01837,0
01868,0
01884,0
01890,0
01934,0
01959,0
01970,0
01988,0
01990,0
01997,0
02031,0
02044,0
02060,0
02085,0
02092,0
02101,0
02115,0
02125,0
02222,0
02223,0
02229,0
02232,0
02236,0
02253,0
02254,0
02269,0
02278,0
02310,0
02327,0
02358,0
02383,0
02403,0
02410,0
02451,0
02475,0
02492,0
02504,0
02508,0
02517,0
02529,0
02535,0
02558,0
02563,0
02564,0
02572,0
02574,0
02575,0
02579,0
02581,0
02591,0
02596,0
02616,0
02633,0
02634,0
02645,0
02661,0
02662,0
02672,0
02684,0
02698,0
02701,0
02704,0
02715,0
02722,0
02728,0
02738,0
02749,0
02756,0
02757,0
02771,0
02779,0
02786,0
02798,0
02820,0
02850,0
02853,0
02854,0
02861,0
02895,0
02898,0
02909,0
02920,0
02929,0
02939,0
02942,0
02944,0
02988,0
02998,0
03008,0
03013,0
03061,0
03081,0
03103,0
03177,0
03178,0
03185,0
03189,0
03191,0
03192,0
03195,0
03205,0
03208,0
03220,0
03221,0
03222,0
03252,0
03282,0
03309,0
03316,0
03320,0
03340,0
03346,0
03348,0
03358,0
03366,0
03374,0
03376,0
03380,0
03385,0
03386,0
03388,0
03402,0
03416,0
03418,0
03419,0
03422,0
03444,0
03473,0
03474,0
03477,0
03480,0
03483,0
03485,0
03489,0
03503,0
03520,0
03543,0
03571,0
03622,0
03623,0
03636,0
03650,0
03659,0
03662,0
03725,0
03737,0
03742,0
00055,4
00059,4
00064,4
00099,4
00180,4
00235,4
00297,4
00339,4
00408,4
00456,4
00468,4
00489,4
00543,4
00580,4
00583,4
00596,4
00601,4
00647,4
00658,4
00662,4
00675,4
00710,4
00744,4
00925,4
00968,4
01029,4
01111,4
01129,4
01137,4
01232,4
01282,4
01283,4
01291,4
01350,4
01361,4
01362,4
01364,4
01370,4
01389,4
01401,4
01404,4
01462,4
01463,4
01473,4
01475,4
01487,4
01549,4
01551,4
01657,4
01677,4
01696,4
01773,4
01795,4
01849,4
01858,4
01893,4
01964,4
02012,4
02015,4
02016,4
02021,4
02075,4
02079,4
02099,4
02136,4
02137,4
02202,4
02248,4
02326,4
02393,4
02394,4
02408,4
02417,4
02435,4
02525,4
02652,4
02669,4
02679,4
02686,4
02826,4
02871,4
02882,4
02899,4
03022,4
03052,4
03079,4
03116,4
03186,4
03482,4
03587,4
03591,4
03709,4
03714,4
03779,4
03842,4
03924,4
03990,4
04305,4
04322,4
04330,4
04344,4
04349,4
04350,4
04386,4
04427,4
04434,4
04481,4
04484,4
04489,4
04528,4
04564,4
04587,4
04604,4
04626,4
04629,4
04639,4
04640,4
04687,4
04689,4
04778,4
04779,4
04780,4
04806,4
04812,4
04842,4
04847,4
04947,4
04974,4
00031,5
00070,5
00095,5
00138,5
00205,5
00213,5
00230,5
00231,5
00240,5
00254,5
00260,5
00276,5
00290,5
00303,5
00308,5
00311,5
00319,5
00368,5
00415,5
00420,5
00511,5
00512,5
00537,5
00546,5
00576,5
00617,5
00628,5
00633,5
00634,5
00639,5
00671,5
00695,5
00709,5
00711,5
00736,5
00759,5
00833,5
00840,5
00855,5
00905,5
00928,5
00979,5
01038,5
01045,5
01050,5
01077,5
01080,5
01093,5
01098,5
01188,5
01195,5
01238,5
01295,5
01326,5
01330,5
01471,5
01853,5
01889,5
01943,5
02058,5
02063,5
02086,5
02093,5
02130,5
02131,5
02182,5
02411,5
02468,5
02615,5
02629,5
02654,5
02743,5
02750,5
02761,5
02923,5
02930,5
02983,5
03056,5
03069,5
03175,5
03194,5
03227,5
03313,5
03410,5
03458,5
03475,5
03484,5
03521,5
03524,5
03603,5
03755,5
03756,5
03799,5
03912,5
03921,5
03986,5
03987,5
03988,5
04008,5
04074,5
04102,5
04104,5
04105,5
04109,5
04111,5
04165,5
04244,5
04277,5
04280,5
04289,5
04314,5
04336,5
04817,5
05880,5
05903,5
05914,5
05938,5
06833,5
06851,5
06941,5
06961,5
06980,5
06987,5
07010,5
07032,5
00024,6
00035,6
00040,6
00050,6
00056,6
00077,6
00081,6
00102,6
00121,6
00145,6
00163,6
00170,6
00192,6
00197,6
00206,6
00212,6
00219,6
00228,6
00229,6
00238,6
00247,6
00261,6
00284,6
00286,6
00291,6
00296,6
00313,6
00314,6
00315,6
00317,6
00318,6
00324,6
00328,6
00329,6
00330,6
00332,6
00335,6
00336,6
00337,6
00354,6
00355,6
00357,6
00358,6
00370,6
00372,6
00375,6
00380,6
00390,6
00393,6
00395,6
00396,6
00404,6
00428,6
00432,6
00434,6
00441,6
00452,6
00454,6
00455,6
00457,6
00465,6
00471,6
00477,6
00486,6
00497,6
00500,6
00502,6
00503,6
00505,6
00521,6
00525,6
00538,6
00541,6
00548,6
00550,6
00552,6
00560,6
00561,6
00562,6
00563,6
00588,6
00595,6
00599,6
00606,6
00619,6
00623,6
00631,6
00637,6
00660,6
00665,6
00673,6
00679,6
00680,6
00684,6
00689,6
00692,6
00724,6
00725,6
00726,6
00750,6
00774,6
00775,6
00778,6
00780,6
00781,6
00782,6
00790,6
00795,6
00796,6
00797,6
00798,6
00800,6
00802,6
00804,6
00805,6
00806,6
00813,6
00815,6
00821,6
00830,6
00831,6
00832,6
00845,6
00846,6
00847,6
00861,6
00863,6
00876,6
00913,6
00915,6
00929,6
00936,6
00953,6
00954,6
00961,6
01018,6
01021,6
01027,6
01035,6
01037,6
01058,6
01072,6
01074,6
01075,6
01081,6
01096,6
01099,6
01103,6
01115,6
01120,6
01122,6
01124,6
01125,6
01135,6
01140,6
01156,6
01159,6
01163,6
01171,6
01186,6
01191,6
01198,6
01201,6
01202,6
01205,6
01211,6
01220,6
01221,6
01229,6
01236,6
01241,6
01242,6
01245,6
01262,6
01266,6
01271,6
01274,6
01276,6
01277,6
01280,6
01286,6
01287,6
01289,6
01304,6
01309,6
01312,6
01322,6
01329,6
01332,6
01333,6
01338,6
01340,6
01341,6
01342,6
01345,6
01360,6
01375,6
01377,6
01378,6
01392,6
01394,6
01402,6
01419,6
